,title,description,original_length,summarized_Length,summarized,summarized_length
459,Business Development und Projekte (w/m) in Zürich (100 %),"Ihre AufgabenSie unterstützen die Sanitas Troesch in der Entwicklung und Umsetzung von Prozess- und Dienstleistungs-Innovationen, der Konzipierung neu\nBusiness Development und Projekte (w/m) in Zürich (100 %)\nIhre Aufgaben\nSie unterstützen die Sanitas Troesch in der Entwicklung und Umsetzung von Prozess- und Dienstleistungsinnovationen, der Konzipierung neuer Geschäftsmöglichkeiten sowie der Optimierung unserer Governance. Kurz: Sie stellen basierend auf Inputs der Fachexperten und der Geschäftsleitung sicher, dass sich der Erfolg von heute auch in Zukunft fortsetzt. Dies erreichen Sie mit viel Eigeninitiative, Kompetenz und Gespür für unsere Kunden.\nDabei übernehmen Sie Projektverantwortung beim Aufbau von neuen Geschäftsmöglichkeiten, welche Sie mittels MVP pragmatisch konzipieren, testen und entwickeln. Sie analysieren kontinuierlich die bestehende Organisation, das Konkurrenzumfeld, die vorhandenen Prozesse und erarbeiten innovative Lösungsansätze Schritt für Schritt.\nZur Erfüllung Ihrer Aufgaben verstehen Sie es, gewinnbringend auf die verschiedensten Stakeholder (intern wie extern) zuzugehen und Ihre Anliegen benutzerspezifisch, klar und verständlich zu formulieren. Sie haben die Fähigkeit zuzuhören und abzuwägen - ohne jedoch von den gesetzten, überregionalen Zielen abzuweichen. Weiter beobachten Sie den Markt, erkennen Trends und leiten daraus mögliche Massnahmen für unser Unternehmen ab. Dabei fällt es Ihnen leicht, «out of the box» zu denken und neue Modelle zu erarbeiten, welche den gesamten Abwicklungsprozess (Verkauf - Ausstellung - Innendienst - Logistik und Administration) effizienter machen.\nIhr Profil\n• Wir wenden uns an unternehmerische Querdenker sowie führungs- und kommunikationsstarke Persönlichkeiten, die eine hohe\nLeistungsbereitschaft sowie Durchsetzungsvermögen beweisen.\n• Sie verfügen über einen Abschluss in Betriebswirtschaft auf Stufe Uni / FH oder eine technische bzw. kaufm. Grundausbildung\nmit abgeschlossener Weiterbildung im Bereich Prozessmanagement / Strategieentwicklung / Verkauf / Marketing.\n• Erste Arbeits- und Projekterfahrung auf C-Level haben Sie bereits erfolgreich gesammelt.\n• Ihre verhandlungssicheren Sprachkenntnisse in Deutsch und Englisch sowie Ihre hohe Fach- und Sozialkompetenz runden\nIhr Profil ab.\nIhre Bewerbung\nsenden Sie bitte an Sanitas Troesch AG\nHerr Franco Del Negro, Leiter Personal\nBahnhöheweg 82, 3018 Bern\nTelefon 031 998 81 24\npersonal@sanitastroesch.ch\nSanitas Troesch AG ist führend in Bad und Küche in der Schweiz und beschäftigt rund 980 Mitarbeitende. Um diese Spitzenposition zu halten, suchen wir in jedem Bereich die besten Fachleute. Und wir legen grossen Wert auf Förderung und Weiterbildung auf allen Stufen. Wovon nicht nur unsere Kunden profitieren, sondern auch Sie als Mitarbeiterin oder Mitarbeiter.\nWir freuen uns darauf, Sie kennen zu lernen.",2881,0,"your AufgabenSie unterstützen die Sanitas Troesch in der Entwicklung und Umsetzung von Prozess- und Dienstleistungsinnovationen, der Konzipierung neunBusiness Development und Projekte (w/m) in Zürich (100 %)nIhre AufgabennSie stellen basierend auf Inputs der Fachexperten und der Geschäftsleitung sicher, dass sich der Erfolg von heute auch in Zukunft fortsetzt. Dies erreichen Sie mit viel Eigeninitiative, Kompetenz und Gespür für unsere Kunden.",447
460,Mitarbeiter in der Finanzbuchhaltung 80% (m/w),"Mitarbeiter in der Finanzbuchhaltung 80% (m/w)\nKelly Services ist ein führendes internationales Personaldienstleistungsunternehmen. Wir sind auf die Beratung/Vermittlung von Fach- und Führungskräften aus der Pharma- Chemie- und Biotechbranche spezialisiert.\nFür unseren Kunden in Basel suchen wir eine/n\nMitarbeiter in der Finanzbuchhaltung 80% (m/w)\nIhre Aufgaben\nMitwirkung bei der Führung der Finanzbuchhaltung (Haupt- und Nebenbüchern)\nFühren der Hauptkasse\nMithilfe bei Erstellung der Monats- und Jahresabschlüsse\nVerantwortlich für das Mahn- und Inkassowesen\nAllgemeine administrative Aufgaben\nSie haben/sind\nAbgeschlossene kaufmännische Ausbildung\nWeiterbildung zum Sachbearbeiter Buchhaltung ist ein Plus\nMehrjährige Berufserfahrung in einer ähnlichen Funktion\nSehr gute Sprachkenntnisse in Deutsch\nSehr gute MS-Office Kenntnisse\nSAP - ist ein Muss\nSelbstständiges, zielorientiertes Arbeiten, teamfähig und belastbar\nSonstiges\nab sofort oder nach Vereinbarung zu besetzen\nMutterschaftsvertretung bis Juni 2020\nInteressiert?\nDann freuen wir uns auf Ihre Online - Bewerbung!",1102,0,Mitarbeiter in der Finanzbuchhaltung 80% (m/w)nKelly Services ist ein führendes internationales Personaldienstleistungsunternehmen. wir sind auf die Beratung/Vermittlung von Fach- und Führungskräften aus der Pharma- Chemie- und Biotechbranche spezialisiert.,257
461,Dipl. Pflegefachfrau/-mann urologische Behandlungsstation (40 - 60 %),"Dipl. Pflegefachfrau/-mann urologische Behandlungsstation (40 - 60 %)\nEs erwarten Sie interessante und anspruchsvolle Behandlungsaufgaben in einem motivierten, kleinen Team und vielseitige Aufgaben in einem sich weiterentwickelnden ArbeitsumfeldSie arbeiten im urologischen Ambulatorium in der Sprechstunde, bei Endoskopischen Untersuchungen in Zusammenarbeit mit ÄrztenWir bieten Ihnen Handlungsspielraum im Rahmen von klaren ZielvereinbarungenWir legen Wert auf die berufliche und persönliche Entwicklung und fördern diese durch zielgerichteten Aus-und WeiterbildungSie sind verantwortlich für die Instrumentenaufbereitung und arbeiten mit bei Operationen (Endourologie) Sie sind eine fachkompetente verantwortungsbewusste und flexible Persönlichkeit mit einem Diplom als Pflegefachfrau/-mannSie schätzen ein lebhaftes Arbeitsklima, arbeiten gerne in einem kleinen Team, sind flexibel, belastbar und an selbstständiges Arbeiten gewöhntSie engagieren sich für eine professionelle Pflege und sind bereit zur interdisziplinären ZusammenarbeitSie bringen gute Informatik-Anwenderkenntnisse mitSie sprechen Deutsch und können ebenfalls Französisch kommunizieren",1159,0,"Pflegefachfrau/-mann urologische Behandlungsstation (40 - 60 %)nEs erwarten Sie interessante und anspruchsvolle Behandlungsaufgaben in einem motivierten, kleinen Team und vielseitige Aufgaben in einem sich weiterentwickelnden ArbeitsumfeldSie arbeiten im Rahmen von klaren ZielvereinbarungenWir legen Wert auf die berufliche und persönliche Entwicklung und fördern diese durch gezielte Aus-und WeiterbildungSie sind flexibel, belastbar und an selbstständiges Arbeiten gewöhntSie bringen gute Inform",498
462,Technischer Verkaufsberater Sensorik (m/w/d),"Mit weltweit 2700 Mitarbeitern gehört die Baumer Group zu den international führenden Herstellern von Sensoren und Messinstrumenten für die Fabrik- u\nTechnischer Verkaufsberater Sensorik (m/w/d)\nMit weltweit 2700 Mitarbeitern gehört die Baumer Group zu den international führenden Herstellern von Sensoren und\nMessinstrumenten für die Fabrik- und Prozessautomation. Diesen Erfolg verdanken wir unseren Mitarbeitern, die mit\nLeidenschaft, besten Qualifikationen und hoher Einsatzbereitschaft immer auf der Suche nach den wirtschaftlichsten\nLösungen für unsere Kunden sind.\nFür den Verkauf in unserer Business Unit Positions-Sensorik suchen wir am Standort Frauenfeld eine jüngere und\nkundenorientierte Persönlichkeit als\nTechnischer Verkaufsberater Sensorik (m/w/d) (BECH441)\nIn dieser Tätigkeit nehmen Sie im internationalen Verkauf eine wichtige Drehscheibenfunktion zwischen den Kunden, der\nEntwicklung, dem Produktmanagement und der Produktion ein.\nNeben den üblichen Innendienst-Aufgaben leiten und betreuen Sie Verkaufsprojekte aus den asiatischen\nLändergesellschaften. Als kompetenter Ansprechpartner beraten Sie unsere Kunden in technischen und kommerziellen Fragen\nund bieten ihnen Verkaufsunterstützung. Zudem führen Sie zusammen mit unserer Entwicklung Machbarkeitsabklärungen bei\nspeziellen Kundenanfragen durch.\nWir bieten:\n- ein spannendes Arbeitsgebiet in einem gesunden und wachsenden Unternehmen\n- ein junges, engagiertes und motiviertes Team\n- ein innovatives Produkteportfolio\nSie verfügen über:\n- eine technische Grundausbildung vorzugsweise mit einer kaufmännischen Weiterbildung\n- eine selbständige und flexible Arbeitsweise, sowie strukturiertes und unternehmerisches Denken und Handeln\n- sehr gute Deutsch- und Englischkenntnisse\n- erste Erfahrung im Verkaufsinnendienst und idealerweise über Kenntnisse in Elektrotechnik oder Elektronik\nWir bieten eine herausfordernde und abwechslungsreiche Tätigkeit, wo Sie Ihr technisches Fachwissen und Beratungsflair\nlaufend unter Beweis stellen können.\nDruckenTeilen",2056,0,"mit weltweit 2700 Mitarbeitern gehört die Baumer Group zu den international führenden Herstellern von Sensoren und Messinstrumenten für die Fabrik- und Prozessautomation. diese Erfolg verdanken wir unseren Mitarbeitern, die mitnLeidenschaft, besten Qualifikationen und hoher Einsatzbereitschaft immer auf der Suche nach den wirtschaftlichstenstenLösungen für unsere Kunden sind.",378
463,Mitarbeiter/in Werkzeugmontage,"Mitarbeiter/in Werkzeugmontage\nAm Standort Burgdorf im Bereich Technology, in der Abteilung Tool Manufacturing, suchen wir zur Erweiterung unseres Teams technisch versierte Persönlichkeiten als\nMontage und Wartung von hochpräzisen Spritzgiesswerkzeugen\nPolier- und Endbearbeitung von Ersatzteilen für neue und bestehende Spritzgiesswerkzeuge\nMithilfe bei Industrialisierung der Spritzgiesswerkzeuge\nAushilfe beim Arbeiten im Team vom Werkzeugunterhalt zur Sicherstellung der Produktion\n440\n100%\nIhre Hauptaufgaben\nIhr Profil\nAbgeschlossene Lehre im technischen Bereich\nGutes technisches Verständnis\nBereitschaft Neues zu erlernen\nQualitätsbewusste und selbstständige Arbeitsweise\nOffen für ein flexibles Arbeitszeitmodell\nGute Deutschkenntnisse\nIhre Perspektive\nKontakt\nMarcel Brader\nHuman Resources Consultant\n+41 (0) 34 424 42 79\nIhr zukünftiger Arbeitsort\nBurgdorf\nDie Ypsomed Gruppe\nYpsomed ist die führende Entwicklerin und Herstellerin von Injektions- und Infusionssystemen für die Selbstmedikation und ausgewiesene Diabetesspezialistin mit über 30 Jahren Erfahrung. Sie hat ihren Hauptsitz in Burgdorf, Schweiz, und verfügt über ein globales Netzwerk aus Produktionsstandorten, Tochtergesellschaften und Vertriebspartnern und beschäftigt weltweit rund 1700 Mitarbeitende.\nWeiterführende Informationen",1332,0,"Mitarbeiter/in WerkzeugmontagenAm Standort Burgdorf im Bereich Technology, in der Abteilung Tool Manufacturing, suchen wir zur Erweiterung unseres Teams technisch versierte Persönlichkeiten alsnMontage und Wartung von hochpräzisen SpritzgiesswerkzeugennPolier- und Endbearbeitung von Ersatzteilen für neue und bestehende SpritzergüterzeugeinMithilfe bei Industrialisierung der SpringergötterzeugernIhre Hauptaufgabenn",417
464,Kundenbetreuer/in Leistungen Ambulant (80-100%),"Kundenbetreuer/in Leistungen Ambulant (80-100%)\nSie suchen eine sinnvolle Aufgabe, die Sie fordert? Wollen Verantwortung übernehmen und gemeinsam mit anderen etwas auf die Beine stellen, das Bedeutung und Ausstrahlung hat?\nBei uns können Sie Ihr ganzes Potenzial ausschöpfen, ohne dabei Ihre persönlichen Ressourcen zu erschöpfen. Wir sorgen gemeinsam mit Ihnen dafür, dass Sie Arbeit und Leben bei uns bestmöglich miteinander vereinbaren können. Denn das verstehen wir unter: Leistung. Leben.\nWir suchen Sie zur Unterstützung im Team Leistungen Ambulant im Kundenservice Mittelland per 1. November 2019 oder nach Vereinbarung\nWas Sie erwartet\nVielseitige und kundennahe Tätigkeit mit telefonischem Kontakt\nErteilen von Auskünften zu Leistungsthemen, allgemeinen Versicherungsfragen, Produkten und Dienstleistungen, telefonisch und schriftlich\nPrüfen von medizinischen und versicherungsrelevanten Vorgaben\nBearbeiten von Kostengutsprachen und Korrespondenz\nWas Sie mitbringen\nKaufm. Berufsausbildung mit Branchenkenntnisse oder paramedizinische Ausbildung (MPA, DH) oder Pharma-Assistent/in/ mit kaufm. Weiterbildung\nBerufserfahrung im medizinischen oder kaufmännischen Umfeld\nGute MS-Office Anwenderkenntnisse sowie stilsicheres Deutsch und Kenntnisse einer weiteren Landessprache wünschenswert\nFreude an täglichem telefonischen Kundenkontakt und Interesse an komplexen Leistungsfällen\nBei Fragen stehen wir Ihnen gerne zur Verfügung:\nJob-ID:\n23824\nhelsana.ch/karriere",1486,0,"Kundenbetreuer/in Leistungen Ambulant (80-100%)nSie suchen eine sinnvolle Aufgabe, die Sie fordern? Wollen Verantwortung übernehmen und gemeinsam mit anderen etwas auf die Beine stellen, das Bedeutung und Ausstrahlung hat?nWir sorgen gemeinsam mit Ihnen dafür, dass Sie Arbeit und Leben bei uns bestmöglich miteinander vereinbaren können. Denn das verstehen wir unter: Leistungs. Leben.",386
465,Temporäre/r Medizinische/r Praxisassistent/in (80%),"Temporäre/r Medizinische/r Praxisassistent/in (80%)\nSie wollen selbstbestimmt und mit Herzblut für eine sinnvolle Sache arbeiten? Und zwar ohne ständig den Spagat zwischen Berufs- und Privatleben machen zu müssen? Dann verstehen wir das Gleiche unter einem gesunden Arbeitsklima.\nWir möchten, dass Sie sich mit Ihrer ganzen Persönlichkeit in die Arbeit einbringen, ohne sich darin zu verlieren. Deshalb tun wir alles dafür, dass Sie bei uns Karriere und Leben auf gesunde Weise miteinander vereinbaren können. Denn das verstehen wir unter: Gesundheit. Leben.\nHealth & Medical Service ist eine eigenständige Tochterunternehmung der Helsana und spezialisiert auf Betriebs-, Verkehrs- und Versicherungsmedizin sowie betrieblichen Gesundheitsschutz. Unser Ziel ist die Förderung, Erhaltung und Wiederherstellung der Gesundheit, Leistungsfähigkeit und Motivation am Arbeitsplatz sowie die Unfallverhütung.\nZur Unterstützung der Ärzteschaft bei medizinischen Untersuchungen suchen wir für einen temporären Einsatz per sofort oder nach Vereinbarung bis Ende April 2020 im medizinischen Untersuchungszentrum des Health und Medical Service im Hauptbahnhof Bern eine belastbare und sympathische Persönlichkeit.\nWas Sie erwartet\nOrganisation und Durchführung von medizinischen Tauglichkeitsuntersuchungen (EKG, Ergometrie, Sinnesorgane, Lungenfunktion, Urin inkl. Drogentests, Blutentnahme etc.)\nFachtechnische Instandhaltung (Hygiene, Ordnung)der Untersuchungsräumlichkeiten, Materialbestellungen\nPflege der IT-Systeme und Datenbanken\nTelefonische und schriftliche Auskunftserteilung, allgemeine administrative Arbeiten\nWas Sie mitbringen\nMedizinische/r Praxisassistent/in (MPA) oder vergleichbare medizinische Ausbildung\nErste Berufserfahrung in einer ähnlichen Funktion\nGute MS Office Kenntnisse\nStilsicheres Deutsch in Wort und Schrift, gute Französischkenntnisse\nZuverlässige, selbstständige und belastbare Persönlichkeit, welche über eine speditive Arbeitsweise und Freude am Kundenkontakt verfügt\nBei Fragen stehen wir Ihnen gerne zur Verfügung:\nJob-ID:\n23872\nhelsana.ch/karriere",2094,0,Sie wollen selbstbestimmt und mit Herzblut für eine sinnvolle Sache arbeiten? Dann verstehen wir das Gleiche unter einem gesunden Arbeitsklima.,143
466,Senior Fachspezialist Finanzen (m/w),"Senior Fachspezialist Finanzen (m/w)\nUnsere Mandantin, ein führendes Unternehmen im Espace Mittelland im Ballungsraum Bern verfolgt eine Mission: Gebäudetechnik aus einer Hand! Um diese auch weiterhin erfolgreich zu verfolgen und die Projekte in finanzieller und controllerischer Hinsicht noch effektiver und effizienter abzuwickeln, suchen wir eine bodenständige, mitdenkende und engagierte Persönlichkeit (m/w) als\nSenior Fachspezialist Finanzen (m/w)\nMit folgenden Verantwortlichkeiten tragen Sie besonders erfolgreich einen Beitrag zu dieser Mission bei:\nVerantwortung für die Vorbereitung und Erstellung von Monats-, Quartals- und Jahresabschlüssen\nBereitstellen von Statistiken, Budgets/Finanzplanung und Kennzahlen für den Verwaltungsrat, Geschäftsleitung und die Projektleitenden\nVerantwortung über das Cash-Management (Steuerung und Optimierung des Zahlungsverkehrs)\nBegleitung der Revisionen und den Bereich Sachversicherung und Steuern\nAnsprechperson für Fragen rund um die Bilanz und das Steuerrecht\nDamit Sie Ihr Ziel, die Analyse und Überwachung des operativen Bedarfs in finanzieller Hinsicht als auch die Sicherstellung aller Prozesse im Bereich Finanzen bestmöglich erreichen, bringen Sie folgende Punkte mit:\nKaufmännische Ausbildung mit Weiterbildung im Bereich Finanzen und/oder Controlling\nMind. 5 Jahre Erfahrung in einem ähnlichen Umfeld im Bereich Monats- Quartals- und Jahresabschlüsse, Liquiditätsmanagement als auch in der Bereitstellung von Projektkennzahlen\nKenntnisse im betriebsinternen ERP-System Abacus\nInteresse an Lösungen, auch in hektischen Zeiten\nGewandte, zielgruppengerechte Art zu kommunizieren\nFreude an Zahlen und an einem fordernden und familiären Umfeld\nEs erwartet sie ein Betriebsklima, in dem sowohl Spass als auch die Leistung im Zentrum steht. Mit ihrem Knowhow hinterlassen Sie gemeinsam mit Ihren Kolleginnen und Kollegen sowohl in kleineren Projekten als auch bei Aufträgen im Millionenbereich einen nachhaltigen Fussabdruck. Das kollegiale und unkomplizierte Umfeld bietet nebst unternehmerischer Sicherheit auch die Möglichkeit Ihren Feierabend flexibel zu gestalten: Einem Schwumm in der nahe gelegenen Aare steht nichts mehr im Weg. Auch die gute Anbindung an den öffentlichen Verkehr lässt sie nach einem produktiven Tag schnell wieder bei Ihren Liebsten sein.",2334,0,"5 years experience in einem ähnlichen Umfeld im Bereich Monats- und Jahresabschlüsse, Liquiditätsmanagement als auch in der Bereitstellung von ProjektkennzahlennKenntnisse im betriebsinternen ERP-System AbacusnInteresse an Lösungen, auch in hektischen ZeitennGewandte, zielgruppengerechte Art zu kommunizierennFreude an Zahlen und an einem fordernden und familiären Umfeld",372
467,Professional Business Analyst - Clinical Data (m/f),"Analytische Chemie, BPMN, Betriebswirtschaft, Clean, Co-array Fortran, Datenkontrolle, Eigenverantwortung, F#, FlowFact, Klinische Daten, Kommunikationsfähigkeit, Prozessabbildung, Reinigung, Six Sigma, Software, Teamfähigkeit, Englisch\nProfessional Business Analyst - Clinical Data (m/f)\nDrucken / als PDF speichern\nProfessional Business Analyst - Clinical Data (m/f)\nFor our client, a well-known pharmaceutical company located in Basel, we are looking for an ambitious Professional Business Analyst - Clinical Data (m/f).\nBackground\nDevelopment Excellence improves efficiency and effectiveness of drug development by leading\ncross-functional non-molecule projects. In this case we are supporting an acceleration project in the regulatory space. We need a business analyst for a number of process analysis linked to a distinct acceleration opportunity.\nThe analysis are to establish the process steps as well as used business rules, times, roles etc.\nThe candidate should be able to enjoy the dynamic of a powerful proactive team. The candidate should be able to analyze data to establish options to optimize the flow of data and documents through the process. The perfect candidate is strong in Data Flow Mapping and Structured Authoring..\nTasks & Responsibilities\nResponsible to support global project\nExecute process analysis as assigned by lead of process stream\nReports to lead of process stream, works with process team and SME’s\nResponsible for documenting and maintaining current and future state process documentation\nWork on several distinct initiatives at the same time\nGeneral information\nStart date: 01.11.2019\nEnd date: 31.12.2019\nExtension: long-term project, extension depends on performance\nWork location: Basel\nWorkload: 100%\nRemote: person needs to live nearby, remote is possible in exception\nTravelling: not planned\nTeam size: 6 members\nMust Haves\n5 to 7 years of Business Analysis experience of Product Development / Clinical Data with a strong understanding of data controls and cleaning principles\nExperience in Data Flow Mapping\nExperience in BPMN 2.0\nExperience and understanding of Structured Authoring\nExperience in Process Mapping\nExperience in software development and software specification design\nData mining and data visualization experience\nExperience in Documentum\nAbility to work independently and deliver according agreed timelines\nRegulatory/Filing knowledge\nAnalytic and able to understand complex structures\nGood communication skills\nTeam spirit\nFluent English\nNice to Haves\nFormer Pharma experience\nLean Six Sigma certification\nExperience and understanding of Structured Authoring\nWe are able to offer you diversified responsibilities in a professional and dynamic international team, performance-matched benefits, and a friendly work environment.\n* * *\nWe look forward to receiving your online application with your CV.\nFor any questions please do not hesitate to contact us.\nContact\nCedrine Hafner\nRecruiter\n+41 61 500 01 71\ncedrine.hafner@datalynx.ch\nFind more vacancy at: www.datalynx.com\nJetzt bewerben\nif (window.self !== window.top && document.referrer.indexOf('jobbase.io') === -1) {\nvar links = document.getElementsByTagName('a');\nfor (var i = 0, l = links.length; i < l; i++) {\nif (links[i].href.indexOf('http') !== -1) {\nlinks[i].target = '_blank';\n}\n}\n}",3369,0,the candidate should be able to analyze data to establish options to optimize the flow of data and documents through the process. the perfect candidate is strong in Data Flow Mapping and Structured Authoring.,208
468,Senior Regulatory Affairs Specialist (m/f/d) für innovative Medizintechnikprodukte im Bereich Trauma & Extremities,"Co-array Fortran, F#, Informatik Betreuung, Innovationskraft, Kommunikationsfähigkeit, Medical Affairs Management, Medizin, Medizintechnik, Organisationsfähigkeit, Teamfähigkeit, Unfallverletzung, Deutsch, Englisch\nSenior Regulatory Affairs Specialist (m/f/d) für innovative Medizintechnikprodukte im Bereich Trauma & Extremities\nStellenbeschreibung\nIn Ihrer neuen Rolle als Senior Regulatory Affairs Specialist (m/w/d) organisieren und implementieren Sie Strategien und Aktivitäten, die erforderlich sind, um die Zulassung von neuen und überarbeiteten Medizinprodukten zu erreichen.\nUnser Angebot an Sie\nAls Senior Regulatory Affairs Specialist (m/w/d) stellen Sie sicher, dass alle US-, EU- und internationalen Anforderungen sowie Unternehmensrichtlinien und -verfahren in Bezug auf Einreichungen und anderer Anforderungen für die Marktzulassung von Medizinprodukten / Kombinationsprodukten eingehalten werden.\nSie unterstützen unsere Forschungs- und Entwicklungs-, Marketing- und Fertigungsteams bei der aufsichtsrechtlichen Bewertung vorgeschlagener Änderungen oder bei Produkttransfers.\nZu Ihren Hauptaufgaben gehört die Zusammenarbeit mit der FDA, den benannten Stellen und anderen Aufsichtsbehörden in Bezug auf Einreichungen, Zulassungen oder anderer Fragestellungen.\nDarüber hinaus beteiligen Sie sich an funktionsübergreifenden Aktivitäten von der Anfangsphase bis zur Einholung behördlicher Genehmigungen für Initiativen und Projekte, die Unterstützung durch Regulierungsangelegenheiten benötigen.\nDas zeichnet Sie aus ​\nSie haben ein technisches Studium erfolgreich abgeschlossen oder eine bereichsnahe Aus-/Weiterbildung mit Schwerpunkt Regulatory Affairs absolviert.\nSie verfügen über mindestens 3+ Jahre fundierte Berufserfahrung im Bereich Regulatory Affairs in einer stark regulierten Branche und bringen bereits fundierte Kenntnisse zu den Vorschriften für Medizinprodukte mit. Darüber hinaus haben Sie Erfahrung mit 510 (k), MDD / EU MDR sowie mit Designdossiervorbereitungen.\nFerner haben Sie bereits erfolgreich mit der FDA und den Prüfern der benannten Stelle zusammengearbeitet.\nSie zeichnen sich durch starke zwischenmenschliche und kommunikative Fähigkeiten aus und verfügen Sie über hervorragende organisatorische und planerische Fähigkeiten.\nIhr Profil wird abgerundet durch fließende Englischkenntnisse in Wort und Schrift, idealerweise gute Deutschkenntnisse sowie einen sicheren Umgang mit MS-Office.\nKontakt\nWir freuen uns auf Ihre aussagekräftige Online-Bewerbung unter Angabe Ihrer Gehaltsvorstellungen und inklusive aller relevanten Dokumente (Anschreiben, aktueller Lebenslauf, Zeugnisse). Bitte beachten Sie in unserem Bewerbungsverfahren unter dem Punkt „Lebenslauf“ direkt alle Anhänge hochzuladen.\nFür Fragen steht Ihnen Frau Nicole Röll unter der Rufnummer +49 (0) 4348 702 685 gerne zur Verfügung.\nBitte beachten Sie, dass der interne Stellentitel vom Anzeigentitel abweichen kann.\nSenior Regulatory Affairs Specialist (m/f/d)\nIn your new role as Senior Regulatory Affairs Specialist (m/f/d) you organize and implement strategies and activities required to procure regulatory approval for new and revised product lines.\nYour key responsibilities\nYou ensure compliance to all US, EU and international requirements and corporate policies and procedures regarding submissions and other requirements for market approval of medical devices/combination products.\nYou interface and coordinate with the FDA, notified bodies and other regulatory agencies on submissions, approvals or other issues.\nYou support R&D, marketing and manufacturing teams in regulatory assessment of proposed changes or product transfers.\nMoreover, you participate in cross functional team activities from initial stages through securing government approvals for any initiative and project requiring Regulatory Affairs support.\nWhat are we looking for?\nYou have successfully completed a technical degree or have completed an area-specific training with a focus on Regulatory Affairs.\nYou have a minimum of 3+ years of well-founded regulatory affairs experience in a highly regulated industry. Beyond that, you have in-depth knowledge of medical device regulations and experience with 510 (k), MDD / EU MDR, and design dossier preparation.\nYou have also successfully collaborated with the FDA and notified body examiners.\nYou are characterized by strong interpersonal and communication skills. Moreover, you have excellent organizational and planning skills.\nYou are fluent in English and have ideally a good knowledge of German.\nContact\nWe’re looking forward to your online application including your salary expectations and all relevant documents (cover letter, current CV, certificates). Please note during our application process to upload all attachments directly under the item ""CV"".\nIf you have any questions, please don´t hesitate to contact Nicole Röll on +49 (0) 4348 702 685.\nWe are looking forward to your application! Please notice that the title of this advertisement can differ from the internal position title.\nWork From Home: Occasional\nTravel Percentage: 10%\nJetzt bewerbenJetzt bewerbenNoch nicht für eine Bewerbung bereit?",5188,0,Sie verfügen über mindestens 3+ years fundierte Berufserfahrung im Bereich Regulatory Affairs in einer stark regulierten Branche und bringen bereits fundierte Kenntnisse zu den Vorschriften für Medizinprodukte mit.,214
